specimen_collection_date,tests,pos,pct,neg,indeterminate,cumulative_tests,cumulative_positive_tests,cumulative_negative_tests,cumulative_indeterminate_tests,data_as_of,data_loaded_at
2023/02/22,1823,126,0.069,1694,3,4788672,250052,4528855,9765,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2023/02/23,1938,131,0.068,1805,2,4790610,250183,4530660,9767,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/02/24,2119,134,0.063,1984,1,4792729,250317,4532644,9768,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/02/25,1061,80,0.076,979,2,4793790,250397,4533623,9770,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/02/26,761,59,0.078,702,0,4794551,250456,4534325,9770,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/02/27,1957,133,0.068,1820,4,4796508,250589,4536145,9774,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/02/28,1673,136,0.081,1535,2,4798181,250725,4537680,9776,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/01,1567,114,0.073,1451,2,4799748,250839,4539131,9778,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/02,1689,102,0.060,1585,2,4801437,250941,4540716,9780,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/03,2064,121,0.059,1940,3,4803501,251062,4542656,9783,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/04,899,75,0.084,821,3,4804400,251137,4543477,9786,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/05,686,58,0.085,628,0,4805086,251195,4544105,9786,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/06,1836,123,0.067,1710,3,4806922,251318,4545815,9789,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/07,1528,122,0.080,1403,3,4808450,251440,4547218,9792,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/08,1445,97,0.067,1347,1,4809895,251537,4548565,9793,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/09,1441,84,0.058,1355,2,4811336,251621,4549920,9795,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/10,1798,111,0.062,1684,3,4813134,251732,4551604,9798,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/11,787,63,0.080,722,2,4813921,251795,4552326,9800,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/12,613,40,0.065,573,0,4814534,251835,4552899,9800,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/13,1727,149,0.086,1578,0,4816261,251984,4554477,9800,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/14,1418,114,0.080,1303,1,4817679,252098,4555780,9801,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/15,1269,78,0.062,1185,6,4818948,252176,4556965,9807,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/16,1369,76,0.056,1292,1,4820317,252252,4558257,9808,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/17,1643,67,0.041,1574,2,4821960,252319,4559831,9810,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/18,811,58,0.072,753,0,4822771,252377,4560584,9810,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/19,612,41,0.067,568,3,4823383,252418,4561152,9813,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/20,1620,107,0.066,1509,4,4825003,252525,4562661,9817,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/21,1304,70,0.054,1231,3,4826307,252595,4563892,9820,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/22,1209,62,0.051,1143,4,4827516,252657,4565035,9824,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/23,1555,85,0.055,1462,8,4829071,252742,4566497,9832,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/24,1722,64,0.037,1657,1,4830793,252806,4568154,9833,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/25,902,51,0.057,850,1,4831695,252857,4569004,9834,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/26,554,49,0.088,505,0,4832249,252906,4569509,9834,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/27,1366,83,0.061,1280,3,4833615,252989,4570789,9837,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/28,1237,73,0.059,1161,3,4834852,253062,4571950,9840,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/29,1185,61,0.052,1121,3,4836037,253123,4573071,9843,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/30,1291,79,0.061,1210,2,4837328,253202,4574281,9845,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/03/31,1217,59,0.048,1158,0,4838545,253261,4575439,9845,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/01,780,43,0.055,736,1,4839325,253304,4576175,9846,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/02,714,34,0.048,679,1,4840039,253338,4576854,9847,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/03,1443,59,0.041,1383,1,4841482,253397,4578237,9848,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/04,1216,69,0.057,1147,0,4842698,253466,4579384,9848,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/05,1113,66,0.059,1047,0,4843811,253532,4580431,9848,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/06,1337,52,0.039,1285,0,4845148,253584,4581716,9848,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/07,802,42,0.052,760,0,4845950,253626,4582476,9848,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/08,686,36,0.052,650,0,4846636,253662,4583126,9848,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/09,563,27,0.048,536,0,4847199,253689,4583662,9848,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/10,1324,76,0.057,1248,0,4848523,253765,4584910,9848,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/11,1126,42,0.037,1084,0,4849649,253807,4585994,9848,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/12,1153,71,0.062,1080,2,4850802,253878,4587074,9850,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/13,1346,64,0.048,1280,2,4852148,253942,4588354,9852,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/14,1436,60,0.042,1375,1,4853584,254002,4589729,9853,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/15,695,35,0.050,660,0,4854279,254037,4590389,9853,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/16,588,31,0.053,557,0,4854867,254068,4590946,9853,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/17,1219,54,0.044,1164,1,4856086,254122,4592110,9854,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/18,1285,84,0.065,1200,1,4857371,254206,4593310,9855,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/19,1003,61,0.061,942,0,4858374,254267,4594252,9855,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/20,1370,53,0.039,1317,0,4859744,254320,4595569,9855,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/21,956,62,0.065,894,0,4860700,254382,4596463,9855,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/22,490,30,0.061,460,0,4861190,254412,4596923,9855,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/23,583,34,0.058,548,1,4861773,254446,4597471,9856,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/24,1435,71,0.050,1362,2,4863208,254517,4598833,9858,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/25,1181,64,0.054,1116,1,4864389,254581,4599949,9859,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/26,960,46,0.048,913,1,4865349,254627,4600862,9860,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/27,1317,47,0.036,1270,0,4866666,254674,4602132,9860,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/28,807,51,0.063,753,3,4867473,254725,4602885,9863,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/29,459,24,0.052,435,0,4867932,254749,4603320,9863,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/04/30,415,23,0.055,392,0,4868347,254772,4603712,9863,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/01,1258,46,0.037,1209,3,4869605,254818,4604921,9866,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/02,1077,39,0.036,1037,1,4870682,254857,4605958,9867,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/03,1018,55,0.054,963,0,4871700,254912,4606921,9867,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/04,1060,39,0.037,1020,1,4872760,254951,4607941,9868,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/05,834,36,0.043,798,0,4873594,254987,4608739,9868,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/06,321,27,0.084,294,0,4873915,255014,4609033,9868,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/07,466,21,0.045,445,0,4874381,255035,4609478,9868,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/08,1273,66,0.052,1206,1,4875654,255101,4610684,9869,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/09,1167,33,0.028,1133,1,4876821,255134,4611817,9870,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/10,929,39,0.042,889,1,4877750,255173,4612706,9871,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/11,1074,38,0.035,1035,1,4878824,255211,4613741,9872,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/12,871,36,0.041,835,0,4879695,255247,4614576,9872,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/13,435,23,0.053,412,0,4880130,255270,4614988,9872,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/14,384,21,0.055,363,0,4880514,255291,4615351,9872,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/15,996,39,0.039,956,1,4881510,255330,4616307,9873,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/16,983,42,0.043,941,0,4882493,255372,4617248,9873,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/17,906,29,0.032,877,0,4883399,255401,4618125,9873,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/18,977,30,0.031,947,0,4884376,255431,4619072,9873,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/19,626,31,0.050,595,0,4885002,255462,4619667,9873,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/20,577,34,0.059,543,0,4885579,255496,4620210,9873,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/21,597,25,0.042,572,0,4886176,255521,4620782,9873,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/22,783,37,0.047,745,1,4886959,255558,4621527,9874,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/23,891,38,0.043,852,1,4887850,255596,4622379,9875,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/24,831,39,0.047,791,1,4888681,255635,4623170,9876,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/25,744,43,0.058,701,0,4889425,255678,4623871,9876,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/26,810,36,0.044,774,0,4890235,255714,4624645,9876,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/27,414,24,0.058,390,0,4890649,255738,4625035,9876,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/28,697,36,0.052,661,0,4891346,255774,4625696,9876,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/29,641,21,0.033,620,0,4891987,255795,4626316,9876,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/30,929,42,0.045,887,0,4892916,255837,4627203,9876,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/05/31,952,48,0.050,904,0,4893868,255885,4628107,9876,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/01,933,45,0.048,886,2,4894801,255930,4628993,9878,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/02,722,37,0.051,685,0,4895523,255967,4629678,9878,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/03,466,21,0.045,445,0,4895989,255988,4630123,9878,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/04,625,24,0.038,601,0,4896614,256012,4630724,9878,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/05,1026,55,0.054,970,1,4897640,256067,4631694,9879,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/06,874,49,0.056,824,1,4898514,256116,4632518,9880,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/07,930,45,0.048,885,0,4899444,256161,4633403,9880,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/08,861,33,0.038,827,1,4900305,256194,4634230,9881,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/09,718,28,0.039,689,1,4901023,256222,4634919,9882,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/10,458,17,0.037,440,1,4901481,256239,4635359,9883,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/11,690,18,0.026,671,1,4902171,256257,4636030,9884,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/12,907,52,0.057,855,0,4903078,256309,4636885,9884,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/13,772,34,0.044,738,0,4903850,256343,4637623,9884,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/14,949,31,0.033,916,2,4904799,256374,4638539,9886,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/15,808,33,0.041,775,0,4905607,256407,4639314,9886,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/16,800,44,0.055,755,1,4906407,256451,4640069,9887,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/17,485,24,0.050,460,1,4906892,256475,4640529,9888,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/18,930,26,0.028,903,1,4907822,256501,4641432,9889,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/19,815,25,0.031,790,0,4908637,256526,4642222,9889,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/20,768,39,0.051,728,1,4909405,256565,4642950,9890,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/21,754,36,0.048,717,1,4910159,256601,4643667,9891,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/22,961,35,0.037,923,3,4911120,256636,4644590,9894,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/23,526,34,0.065,492,0,4911646,256670,4645082,9894,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/24,522,27,0.052,495,0,4912168,256697,4645577,9894,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/25,993,21,0.021,972,0,4913161,256718,4646549,9894,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/26,1008,45,0.045,963,0,4914169,256763,4647512,9894,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/27,898,34,0.038,864,0,4915067,256797,4648376,9894,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/28,892,31,0.035,860,1,4915959,256828,4649236,9895,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/29,758,32,0.042,724,2,4916717,256860,4649960,9897,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/06/30,674,35,0.052,638,1,4917391,256895,4650598,9898,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/01,522,33,0.063,489,0,4917913,256928,4651087,9898,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/02,1032,19,0.018,1013,0,4918945,256947,4652100,9898,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/03,1088,41,0.038,1047,0,4920033,256988,4653147,9898,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/04,384,20,0.052,364,0,4920417,257008,4653511,9898,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/05,813,36,0.044,777,0,4921230,257044,4654288,9898,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/06,888,40,0.045,846,2,4922118,257084,4655134,9900,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/07,493,34,0.069,459,0,4922611,257118,4655593,9900,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/08,650,18,0.028,632,0,4923261,257136,4656225,9900,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/09,961,25,0.026,935,1,4924222,257161,4657160,9901,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/10,1201,44,0.037,1157,0,4925423,257205,4658317,9901,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/11,777,35,0.045,741,1,4926200,257240,4659058,9902,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/12,874,41,0.047,833,0,4927074,257281,4659891,9902,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/13,791,32,0.041,758,1,4927865,257313,4660649,9903,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/14,485,33,0.068,452,0,4928350,257346,4661101,9903,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/15,367,23,0.063,344,0,4928717,257369,4661445,9903,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/16,1134,28,0.025,1106,0,4929851,257397,4662551,9903,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/17,979,26,0.027,952,1,4930830,257423,4663503,9904,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/18,549,46,0.084,503,0,4931379,257469,4664006,9904,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/19,994,43,0.043,951,0,4932373,257512,4664957,9904,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/20,828,37,0.045,791,0,4933201,257549,4665748,9904,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/21,500,58,0.116,442,0,4933701,257607,4666190,9904,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/22,339,28,0.083,311,0,4934040,257635,4666501,9904,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/23,1103,28,0.025,1075,0,4935143,257663,4667576,9904,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/24,1133,58,0.051,1075,0,4936276,257721,4668651,9904,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/25,677,50,0.074,626,1,4936953,257771,4669277,9905,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/26,500,51,0.102,449,0,4937453,257822,4669726,9905,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/27,608,54,0.089,554,0,4938061,257876,4670280,9905,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/28,753,38,0.050,715,0,4938814,257914,4670995,9905,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/29,495,33,0.067,462,0,4939309,257947,4671457,9905,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/30,860,25,0.029,835,0,4940169,257972,4672292,9905,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/07/31,772,69,0.089,703,0,4940941,258041,4672995,9905,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/01,989,53,0.054,936,0,4941930,258094,4673931,9905,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/02,826,48,0.058,776,2,4942756,258142,4674707,9907,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/03,791,59,0.075,731,1,4943547,258201,4675438,9908,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/04,678,62,0.091,616,0,4944225,258263,4676054,9908,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/05,504,64,0.127,440,0,4944729,258327,4676494,9908,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/06,894,31,0.035,862,1,4945623,258358,4677356,9909,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/07,834,72,0.086,762,0,4946457,258430,4678118,9909,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/08,682,53,0.078,629,0,4947139,258483,4678747,9909,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/09,1031,80,0.078,951,0,4948170,258563,4679698,9909,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/10,873,67,0.077,806,0,4949043,258630,4680504,9909,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/11,824,66,0.080,758,0,4949867,258696,4681262,9909,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/12,424,43,0.102,379,2,4950291,258739,4681641,9911,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/13,1005,47,0.047,957,1,4951296,258786,4682598,9912,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/14,1265,92,0.073,1171,2,4952561,258878,4683769,9914,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/15,817,87,0.106,730,0,4953378,258965,4684499,9914,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/16,921,81,0.088,839,1,4954299,259046,4685338,9915,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/17,905,79,0.087,826,0,4955204,259125,4686164,9915,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/18,790,70,0.089,717,3,4955994,259195,4686881,9918,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/19,428,55,0.129,372,1,4956422,259250,4687253,9919,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/20,1145,52,0.045,1093,0,4957567,259302,4688346,9919,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/21,1362,116,0.085,1243,3,4958929,259418,4689589,9922,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/22,913,71,0.078,842,0,4959842,259489,4690431,9922,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/23,971,92,0.095,878,1,4960813,259581,4691309,9923,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/24,765,71,0.093,693,1,4961578,259652,4692002,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/25,841,82,0.098,759,0,4962419,259734,4692761,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/26,426,49,0.115,377,0,4962845,259783,4693138,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/27,1040,39,0.038,1001,0,4963885,259822,4694139,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/28,1410,102,0.072,1308,0,4965295,259924,4695447,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/29,1050,68,0.065,982,0,4966345,259992,4696429,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/30,868,78,0.090,790,0,4967213,260070,4697219,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/08/31,947,76,0.080,871,0,4968160,260146,4698090,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/01,607,55,0.091,552,0,4968767,260201,4698642,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/02,319,31,0.097,288,0,4969086,260232,4698930,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/03,344,42,0.122,302,0,4969430,260274,4699232,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/04,736,38,0.052,698,0,4970166,260312,4699930,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/05,1130,90,0.080,1040,0,4971296,260402,4700970,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/06,1061,67,0.063,994,0,4972357,260469,4701964,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/07,1100,55,0.050,1045,0,4973457,260524,4703009,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/08,621,72,0.116,549,0,4974078,260596,4703558,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/09,343,46,0.134,297,0,4974421,260642,4703855,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/10,418,37,0.089,381,0,4974839,260679,4704236,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/11,1326,66,0.050,1260,0,4976165,260745,4705496,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/12,1410,62,0.044,1348,0,4977575,260807,4706844,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/13,1176,62,0.053,1114,0,4978751,260869,4707958,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/14,828,72,0.087,756,0,4979579,260941,4708714,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/15,741,47,0.063,694,0,4980320,260988,4709408,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/16,406,35,0.086,371,0,4980726,261023,4709779,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/17,399,42,0.105,357,0,4981125,261065,4710136,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/18,1680,79,0.047,1601,0,4982805,261144,4711737,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/19,1680,66,0.039,1614,0,4984485,261210,4713351,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/20,1090,53,0.049,1037,0,4985575,261263,4714388,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
